host_response_time,host_response_rate,host_acceptance_rate,host_identity_verified,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month
within a day,1,0.2,t,Entire condo,Entire home/apt,1,1 bath,1,1,1280,4.68,4.79,4.68,4.74,4.74,4.84,4.63,f,0.18
within an hour,1,0.9,t,Entire rental unit,Entire home/apt,4,1 bath,2,2,1130,4.58,4.5,4.54,4.85,4.86,4.73,4.61,f,1.17
N/A,N/A,N/A,t,Entire loft,Entire home/apt,2,1 bath,1,1,1870,4.9,4.89,4.93,4.87,4.94,4.98,4.82,f,2.63
within a day,0.83,0.86,t,Private room in guest suite,Private room,2,1 private bath,1,1,1300,5,5,5,5,5,5,5,f,0.23
within an hour,1,1,f,Entire rental unit,Entire home/apt,3,1 bath,1,1,988,4.77,4.83,4.8,4.89,4.88,4.95,4.7,f,1.06
within an hour,1,0.97,t,Entire loft,Entire home/apt,2,1.5 baths,1,1,1997,4.98,4.98,4.94,4.98,4.98,4.93,4.94,t,1.2
within a day,0.83,0.86,t,Private room in guest suite,Private room,2,1 private bath,1,1,1300,4.89,4.96,5,4.96,4.91,4.98,4.87,f,0.52
within an hour,1,0.89,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,775,4.9,4.98,4.96,4.92,4.97,4.87,4.91,f,0.86
within an hour,1,1,t,Private room in rental unit,Private room,1,3 baths,1,1,500,4.96,4.92,4.8,5,5,5,4.96,f,2.2
within a few hours,1,0.94,t,Entire condo,Entire home/apt,2,1 bath,1,1,869,4.7,4.86,4.84,4.94,4.95,4.75,4.78,f,0.4
within an hour,1,0.94,t,Private room in bed and breakfast,Private room,2,1 private bath,1,1,2200,4.97,4.94,4.97,5,4.97,4.97,4.88,f,0.29
within an hour,0.67,1,t,Private room in rental unit,Private room,2,1 private bath,1,1,600,4.92,4.96,4.94,4.97,4.92,4.9,4.93,f,2.57
within an hour,1,0.94,t,Room in boutique hotel,Hotel room,2,1 private bath,1,1,1800,4.84,4.79,4.95,4.88,4.91,4.95,4.84,f,0.4
N/A,N/A,1,f,Private room in home,Private room,2,1 private bath,1,1,1372,4.8,5,5,5,5,4.6,4.8,f,0.06
within an hour,1,1,t,Entire condo,Entire home/apt,6,2 baths,2,4,1000,4.61,4.65,4.71,4.71,4.72,4.9,4.65,f,3.01
within an hour,1,1,t,Entire loft,Entire home/apt,4,2.5 baths,2,2,1499,4.87,4.93,4.93,4.93,4.98,5,4.95,f,0.65
within an hour,1,1,t,Entire rental unit,Entire home/apt,6,2 baths,2,5,3670,4.86,4.85,4.84,4.94,5,4.94,4.79,t,0.94
within a few hours,0.9,0.92,t,Entire condo,Entire home/apt,4,1 bath,2,3,836,4.82,4.94,4.98,4.94,4.9,4.65,4.79,f,0.53
within a few hours,1,0.2,t,Entire rental unit,Entire home/apt,2,1 bath,2,2,1180,4.88,4.5,4.83,4.83,4.67,5,5,f,0.07
N/A,N/A,1,t,Entire rental unit,Entire home/apt,4,2 baths,2,3,1000,4.82,4.91,4.9,4.93,4.98,4.88,4.85,f,0.83
within an hour,1,0.99,t,Entire condo,Entire home/apt,4,2 baths,2,2,1955,4.81,4.85,4.79,4.87,4.93,4.78,4.83,t,2.67
within an hour,0.99,0.99,t,Room in serviced apartment,Hotel room,4,1 private bath,2,3,908,4.5,5,5,4.5,5,5,4.75,f,0.08
within an hour,0.99,0.99,t,Entire serviced apartment,Entire home/apt,2,1 bath,1,1,726,4.46,4.61,4.69,4.78,4.51,4.68,4.51,f,0.34
within a day,1,N/A,t,Entire condo,Entire home/apt,4,3 baths,2,2,1190,4.86,4.86,4.86,5,5,4,4.67,f,0.08
within a few hours,1,0.97,t,Entire home,Entire home/apt,2,2 baths,1,2,872,4,4,5,5,4,4,5,f,0.01
within an hour,1,0.9,t,Private room in rental unit,Private room,2,1 private bath,1,1,960,4.8,4.8,4.93,4.93,5,5,4.87,f,0.35
N/A,N/A,0,t,Private room in rental unit,Private room,1,1 bath,1,1,508,4.5,4,5,5,5,5,5,f,0.03
N/A,N/A,N/A,f,Private room in rental unit,Private room,2,1 bath,1,1,3658,,,,,,,,f,
within a day,1,0,t,Entire rental unit,Entire home/apt,4,1.5 baths,2,4,800,5,5,5,5,5,5,5,f,0.14
N/A,N/A,1,t,Entire serviced apartment,Entire home/apt,4,1 bath,2,2,884,4.44,4.67,4.67,4.78,5,4,4.22,f,1.24
within an hour,1,1,t,Entire bungalow,Entire home/apt,2,1 bath,1,2,793,4.76,4.71,4.77,4.78,4.63,4.92,4.71,f,1.48
within an hour,1,0.93,t,Entire rental unit,Entire home/apt,4,1 bath,1,2,2212,4.69,4.79,4.91,4.94,4.94,4.88,4.68,f,0.95
within a few hours,1,0.92,t,Private room in rental unit,Private room,2,1 shared bath,1,1,578,5,4.93,4.8,4.93,5,5,5,f,2.71
within a day,1,0.44,t,Private room in home,Private room,1,2 shared baths,6,1,11807,5,5,5,5,5,5,5,f,0.17
within a few hours,1,0.5,t,Entire rental unit,Entire home/apt,2,1.5 baths,2,1,1100,5,5,5,5,5,5,5,f,0.28
N/A,N/A,0,t,Entire rental unit,Entire home/apt,4,1 bath,2,2,732,4.85,4.89,4.85,4.9,5,4.71,4.88,f,0.51
within a few hours,1,0.93,t,Private room in home,Private room,2,1.5 shared baths,1,1,545,4.85,5,4.85,4.92,5,5,4.85,f,0.19
within an hour,1,0.93,t,Entire rental unit,Entire home/apt,3,1 bath,2,2,1452,4.81,5,4.86,4.9,4.95,4.95,4.86,f,0.21
within an hour,1,0.47,t,Private room in rental unit,Private room,2,1 shared bath,1,1,450,4.76,4.89,4.93,4.91,4.92,4.93,4.78,f,0.78
within an hour,1,0.47,t,Private room in rental unit,Private room,2,1 shared bath,1,1,350,4.64,4.75,4.75,4.81,4.76,4.86,4.72,f,1.26
within an hour,0.98,0.94,f,Entire rental unit,Entire home/apt,2,1 bath,1,1,1149,4.56,4.57,4.7,4.75,4.61,4.96,4.61,t,0.83
within an hour,1,1,t,Entire loft,Entire home/apt,3,1 bath,1,2,1927,4.64,4.9,4.78,4.77,4.74,4.92,4.7,f,2.1
within an hour,1,0.9,t,Entire condo,Entire home/apt,2,1 bath,1,1,908,4.83,4.85,4.84,4.92,4.94,4.95,4.86,f,1.62
within an hour,0.98,0.94,f,Entire rental unit,Entire home/apt,2,1 bath,1,1,1191,4.68,4.54,4.78,4.73,4.59,4.85,4.54,t,0.42
a few days or more,0,N/A,f,Private room in home,Private room,1,2 baths,1,2,376,5,5,5,5,5,5,5,f,0.05
within an hour,0.98,0.94,f,Entire rental unit,Entire home/apt,2,1 bath,1,1,1093,4.65,4.74,4.91,4.76,4.68,4.88,4.53,t,0.33
within an hour,0.98,0.94,f,Entire rental unit,Entire home/apt,4,2 baths,2,2,1278,4.43,4.43,4.57,4.75,4.44,4.82,4.46,t,0.26
within an hour,0.98,0.94,f,Entire rental unit,Entire home/apt,2,1 bath,1,1,1093,4.76,4.97,4.93,4.86,4.86,4.93,4.79,t,0.29
within an hour,0.98,0.94,f,Entire rental unit,Entire home/apt,7,1 bath,3,4,1581,4.53,4.67,4.85,4.8,4.6,4.71,4.6,t,0.51
within an hour,1,0.94,t,Room in boutique hotel,Private room,2,1 shared bath,1,1,1800,4.85,4.78,4.88,4.85,4.85,4.88,4.8,f,0.37
N/A,N/A,0.75,t,Casa particular,Entire home/apt,2,1 bath,2,3,732,5,5,5,5,5,5,4.5,f,0.05
N/A,N/A,1,t,Private room in home,Private room,2,1 private bath,1,1,549,5,5,5,5,5,5,5,t,0.03
within an hour,1,1,t,Entire guest suite,Entire home/apt,2,1 bath,1,1,545,4.77,4.84,4.8,4.93,4.95,4.95,4.7,f,3.51
within an hour,1,1,t,Entire rental unit,Entire home/apt,3,1.5 baths,1,1,1258,4.93,4.97,4.98,4.97,5,4.92,4.86,t,1.39
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,750,4.91,4.97,4.94,4.97,4.97,4.91,4.79,f,0.35
within a day,0.5,0.4,t,Entire serviced apartment,Entire home/apt,4,2 baths,2,2,1705,1,1,1,1,1,1,1,f,0.33
within a few hours,1,0.67,t,Private room in rental unit,Private room,3,2 shared baths,1,1,700,4.73,4.76,4.27,4.96,4.96,4.96,4.84,f,0.27
within an hour,1,1,t,Entire loft,Entire home/apt,4,1 bath,1,2,1866,4.92,4.9,4.93,4.95,4.98,4.97,4.87,t,5.58
within a day,1,N/A,t,Private room in rental unit,Private room,2,1 private bath,1,1,880,5,5,5,5,5,4,5,f,0.01
N/A,N/A,0,t,Private room in home,Private room,2,1 bath,1,1,2952,,,,,,,,f,
N/A,N/A,0,t,Entire rental unit,Entire home/apt,2,2 baths,2,2,817,4.82,4.87,4.74,4.96,5,4.7,4.96,f,0.21
within an hour,1,0.5,t,Entire rental unit,Entire home/apt,4,2 baths,2,2,1829,4.77,4.8,4.86,5,4.98,4.96,4.86,f,0.51
within a day,1,0.13,t,Entire rental unit,Entire home/apt,6,1 bath,2,3,1372,4.59,4.69,4.69,4.88,4.91,4.87,4.6,f,1
within a few hours,1,1,t,Entire loft,Entire home/apt,4,1 bath,,2,635,4.88,4.87,4.84,4.85,4.83,4.85,4.85,f,0.78
within an hour,1,1,t,Entire rental unit,Entire home/apt,4,1 bath,2,2,1826,4.93,4.97,4.9,4.98,4.99,4.99,4.93,f,3.29
within an hour,0.98,0.94,f,Entire rental unit,Entire home/apt,2,1 bath,1,1,1072,4.61,4.83,4.98,4.98,4.73,4.83,4.78,t,0.44
within an hour,1,0.92,t,Private room in rental unit,Private room,2,1.5 baths,1,1,714,4.77,4.77,4.87,4.94,4.88,4.89,4.75,f,1.22
within a few hours,1,0.93,t,Entire rental unit,Entire home/apt,4,1 bath,2,2,1374,4.81,4.81,4.84,4.93,4.88,4.99,4.71,f,2.32
N/A,N/A,N/A,t,Private room in home,Private room,1,2.5 baths,1,1,287,,,,,,,,f,
within an hour,1,1,t,Private room in home,Private room,6,2 baths,2,5,830,4.86,4.88,4.94,4.94,5,4.76,4.94,f,0.45
within an hour,1,1,t,Entire condo,Entire home/apt,4,2 baths,2,3,1850,4.93,4.98,4.94,4.95,4.99,4.96,4.93,f,1.59
within an hour,1,1,t,Entire condo,Entire home/apt,2,1 bath,1,1,800,4.89,4.93,4.96,5,5,4.86,4.89,f,0.33
within a day,1,N/A,f,Entire rental unit,Entire home/apt,4,1 bath,2,3,1097,4.93,4.98,4.89,4.98,5,5,4.91,f,0.48
within an hour,1,0.88,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,799,4.89,4.88,4.92,4.97,4.99,4.91,4.89,f,0.72
within an hour,1,1,t,Entire condo,Entire home/apt,6,2 baths,2,2,1388,4.62,4.73,4.87,4.84,4.82,4.96,4.86,f,0.45
within a day,1,N/A,f,Entire loft,Entire home/apt,3,1 bath,1,2,1434,4.92,4.92,5,5,5,5,4.92,f,0.16
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,6,2.5 baths,3,3,2165,,,,,,,,f,
within a day,1,0,t,Entire rental unit,Entire home/apt,3,1 bath,2,2,2542,4.95,4.95,5,4.9,5,4.95,4.95,f,0.23
within a few hours,1,0,t,Entire rental unit,Entire home/apt,4,2 baths,2,2,2887,4.85,4.91,4.83,4.95,5,4.99,4.83,f,1
within an hour,0.98,0.94,f,Entire loft,Entire home/apt,1,1 bath,,1,782,4.85,4.82,4.97,4.87,4.79,4.95,4.9,t,0.43
within an hour,1,1,t,Entire condo,Entire home/apt,8,2.5 baths,4,6,3034,4.93,4.9,4.98,4.93,4.96,4.94,4.86,f,1.82
within a few hours,1,0.6,t,Private room in guesthouse,Private room,1,1 shared bath,1,1,600,5,5,5,5,5,5,5,f,0.16
within an hour,1,1,t,Entire home,Entire home/apt,2,1 bath,1,1,990,4.87,4.92,4.91,4.94,4.92,4.88,4.87,t,3.62
N/A,N/A,0.75,t,Private room in rental unit,Private room,2,1 shared bath,1,1,450,,,,,,,,f,
within a day,1,N/A,t,Entire rental unit,Entire home/apt,4,2 baths,2,2,1500,4.75,4.83,4.5,5,5,4.92,4.67,f,0.15
within a day,0.8,0.43,t,Private room in home,Private room,1,1.5 baths,1,1,428,4.33,4.67,4.67,4.5,4.17,3.83,4.67,f,0.07
N/A,N/A,0.83,t,Private room in rental unit,Private room,1,1 shared bath,1,1,545,4.88,4.88,4.68,4.96,4.92,4.92,4.79,f,0.25
within an hour,1,0.92,t,Entire rental unit,Entire home/apt,5,2 baths,2,3,3128,4.79,4.92,4.8,4.92,4.97,4.93,4.72,t,1.12
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,782,4.88,5,5,5,5,4.75,4.88,f,1.33
within a day,0.57,0.2,t,Private room in rental unit,Private room,2,1 shared bath,1,1,424,4.88,4.88,4.76,4.71,4.82,4.94,4.94,f,0.19
a few days or more,0,0.86,t,Private room in home,Private room,1,1.5 baths,1,1,1000,4.96,4.93,4.93,4.97,4.96,4.99,4.93,f,0.76
within a few hours,1,1,t,Entire rental unit,Entire home/apt,4,2 baths,2,3,3800,4.82,4.88,4.88,4.9,4.97,4.93,4.79,f,1.39
within an hour,0.98,0.94,f,Entire rental unit,Entire home/apt,2,1 bath,1,1,956,4.74,4.84,4.91,4.69,4.68,4.94,4.73,t,1.07
within an hour,1,0.99,t,Entire serviced apartment,Entire home/apt,5,1 bath,1,5,1006,4.77,4.91,4.81,4.91,4.95,4.7,4.84,f,0.64
within a few hours,1,0.96,t,Entire rental unit,Entire home/apt,6,1 bath,3,4,1055,4.66,4.71,4.7,4.75,4.85,4.54,4.75,t,0.89
within an hour,1,1,t,Entire loft,Entire home/apt,4,1 bath,1,1,1543,4.93,4.95,4.96,4.95,4.8,4.92,4.91,t,3.51
within a few hours,1,1,t,Private room in rental unit,Private room,2,1 private bath,1,1,1100,4.78,5,4.95,5,4.91,4.95,5,f,0.23
within an hour,1,1,t,Entire condo,Entire home/apt,3,1 bath,1,1,1199,4.72,4.84,4.63,4.94,4.76,4.98,4.76,f,5.3
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1618,4.97,4.98,4.95,4.95,4.99,4.89,4.91,f,2.29
N/A,N/A,0,f,Private room in rental unit,Private room,2,1 shared bath,1,1,454,,,,,,,,f,
within an hour,1,0.9,t,Entire condo,Entire home/apt,2,1 bath,1,1,805,4.7,4.85,4.79,4.96,4.89,4.91,4.81,f,2.2
N/A,N/A,N/A,f,Private room in home,Private room,3,1 shared bath,1,1,4140,,,,,,,,t,
within an hour,1,0.77,t,Private room in home,Private room,2,1 private bath,1,1,3071,4.73,4.78,4.79,4.94,4.88,4.97,4.71,t,1.62
within a day,1,0,t,Private room in rental unit,Private room,1,1 private bath,1,1,563,4.95,4.95,4.85,4.99,4.97,4.98,4.95,f,1.14
N/A,N/A,0.5,f,Private room in rental unit,Private room,2,3 shared baths,3,1,690,4.5,4.5,4.5,4.75,4.5,4.75,4.75,f,0.04
within an hour,0.93,0.98,t,Private room in rental unit,Private room,2,1 shared bath,1,1,358,4.62,4.74,4.55,4.94,4.91,4.91,4.71,f,3.84
within an hour,1,1,t,Entire condo,Entire home/apt,4,1 bath,2,4,1829,4.96,4.99,4.98,4.99,5,4.84,4.93,t,1.37
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,447,4.64,4.69,4.3,4.96,4.94,4.9,4.51,f,0.8
within an hour,0.9,1,t,Entire rental unit,Entire home/apt,4,1 bath,2,2,1034,4.75,4.86,4.87,4.86,4.88,4.92,4.83,t,3.24
within an hour,1,1,t,Entire condo,Entire home/apt,2,1 bath,1,1,896,4.84,4.88,4.88,4.9,4.92,4.96,4.83,f,1.31
within an hour,1,0.99,t,Entire rental unit,Entire home/apt,4,1 bath,1,2,1271,4.85,4.88,4.82,4.91,4.94,4.82,4.76,f,0.32
within an hour,1,0.92,f,Entire rental unit,Entire home/apt,6,1 bath,2,3,672,4.56,4.75,4.54,4.88,4.86,4.61,4.68,f,0.84
a few days or more,0,1,f,Private room in bed and breakfast,Private room,2,1 bath,1,2,998,,,,,,,,t,
within an hour,1,1,t,Entire rental unit,Entire home/apt,4,2.5 baths,2,2,1489,4.85,4.91,4.91,4.91,4.89,4.83,4.84,t,2.22
within an hour,0.99,1,t,Private room in home,Private room,2,1.5 shared baths,1,1,399,4.82,4.87,4.72,4.87,4.88,4.97,4.87,f,3.53
within an hour,1,0.8,t,Entire home,Entire home/apt,3,2 baths,2,2,1111,4.88,4.92,4.88,5,4.83,4.94,4.89,f,0.65
within an hour,1,1,t,Entire condo,Entire home/apt,4,1 bath,1,2,2233,4.85,4.9,4.86,4.93,4.94,4.96,4.83,f,3.95
within an hour,1,0.99,t,Entire rental unit,Entire home/apt,3,1 bath,2,2,880,4.88,4.92,4.78,4.93,4.94,4.96,4.86,t,0.85
within an hour,0.99,0.99,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,726,4.61,4.88,4.75,4.96,4.88,4.98,4.71,f,0.59
within a day,1,0.35,t,Private room in rental unit,Private room,2,1 shared bath,1,1,350,4.92,4.92,4.67,5,5,5,4.92,f,0.12
N/A,N/A,0.92,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1235,4.84,4.93,4.86,4.96,4.98,4.95,4.88,f,0.56
within a day,1,0,f,Private room in rental unit,Private room,2,1.5 shared baths,1,1,476,5,5,5,5,5,5,5,f,0.03
within an hour,1,1,t,Private room in condo,Private room,2,1 private bath,1,1,817,5,5,5,5,4.75,4.75,5,f,0.08
within an hour,0.95,0.38,t,Private room in tiny home,Private room,1,2 shared baths,2,1,300,4.63,4.66,4.59,4.81,4.91,4.84,4.78,f,0.32
within an hour,1,0.99,t,Entire rental unit,Entire home/apt,8,2 baths,4,4,2697,4.7,4.79,4.74,4.89,4.87,4.63,4.46,t,0.49
N/A,N/A,N/A,t,Private room in rental unit,Private room,1,1 shared bath,1,1,4798,4.9,4.96,4.96,4.97,4.97,5,4.93,f,1.13
within an hour,1,0.99,t,Entire condo,Entire home/apt,4,2 baths,2,3,2141,4.9,4.91,5,4.96,5,4.96,4.91,f,0.44
within an hour,1,0.75,t,Entire guest suite,Entire home/apt,1,1 bath,1,1,908,4.91,4.97,4.9,4.98,5,4.8,4.84,f,0.69
within an hour,1,1,t,Entire rental unit,Entire home/apt,3,1 bath,1,2,998,4.7,4.68,4.7,4.9,4.92,4.9,4.71,f,0.82
N/A,N/A,1,t,Private room in home,Private room,2,1 bath,1,1,1250,,,,,,,,f,
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,9077,5,5,5,5,5,5,5,f,0.08
within an hour,1,0.99,t,Entire rental unit,Entire home/apt,6,2 baths,3,3,3286,4.86,4.81,4.86,4.92,4.89,4.88,4.82,f,1.02
within a few hours,1,0.71,t,Private room in home,Private room,2,1 shared bath,1,1,750,5,5,4,5,5,5,5,t,0.02
a few days or more,0,0.09,t,Private room in rental unit,Private room,1,1 private bath,1,1,700,4.83,4.83,4.89,4.89,4.83,4.83,4.78,f,0.18
within a few hours,1,0.71,t,Private room in home,Private room,1,1 private bath,1,1,750,4.44,4.44,4.44,4.63,4.69,4.63,4.44,t,0.22
within a few hours,1,0.71,t,Private room in home,Private room,1,1 private bath,1,1,750,5,5,4.67,5,5,5,5,f,0.05
within an hour,0.99,1,t,Private room in home,Private room,2,1.5 shared baths,1,1,341,4.77,4.8,4.66,4.86,4.84,4.96,4.8,t,3.69
within an hour,1,1,t,Private room in rental unit,Private room,1,1 shared bath,1,1,630,4.88,4.8,4.64,4.96,4.96,5,4.76,f,0.26
within an hour,1,0.95,t,Entire rental unit,Entire home/apt,4,2 baths,2,2,1235,4.97,4.96,4.95,5,5,4.9,4.93,f,2.6
within an hour,1,0.93,t,Entire loft,Entire home/apt,4,1 bath,1,2,2010,4.73,4.77,4.76,4.95,4.93,4.88,4.72,t,1.79
within a day,0.9,0.59,t,Entire guesthouse,Entire home/apt,5,2 baths,2,3,1500,4.52,4.52,4.58,4.48,4.43,4.59,4.59,f,0.32
a few days or more,0,0,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1100,4.89,4.87,4.93,4.91,4.91,4.76,4.85,f,0.57
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,2,976,4.82,4.92,4.83,4.94,4.96,4.81,4.8,f,1.43
within an hour,1,1,t,Entire condo,Entire home/apt,6,2 baths,3,5,1770,4.81,4.87,4.89,4.89,4.82,4.96,4.84,f,1.62
within a few hours,1,0.93,t,Private room in home,Private room,1,1.5 shared baths,1,1,373,5,4.9,4.95,4.97,4.92,4.95,4.95,f,0.41
within a day,1,0,t,Private room in rental unit,Private room,2,1 private bath,1,1,1200,4.9,4.94,4.98,4.99,4.99,4.94,4.91,f,0.82
within an hour,1,1,t,Entire loft,Entire home/apt,4,1.5 baths,1,6,2482,4.99,4.96,4.95,5,5,4.99,4.91,f,1.46
within a day,1,0,t,Entire loft,Entire home/apt,3,1 bath,,1,530,4.72,4.89,4.81,4.87,4.81,4.89,4.69,f,1.01
within an hour,1,1,t,Entire loft,Entire home/apt,2,1 bath,1,1,860,4.91,4.95,4.9,4.98,4.98,4.84,4.92,f,3.12
within an hour,1,0.9,t,Entire condo,Entire home/apt,2,1 bath,1,1,755,4.68,4.79,4.74,4.89,4.86,4.89,4.72,f,2.24
within an hour,1,1,t,Entire condo,Entire home/apt,3,1 bath,2,2,800,4.78,4.85,4.82,4.76,4.83,4.57,4.78,f,0.75
within an hour,1,0.98,t,Private room in rental unit,Private room,1,2.5 baths,1,1,299,4.5,4.7,4.5,4.9,4.8,5,4.6,t,0.41
within an hour,1,0.99,t,Entire serviced apartment,Entire home/apt,8,3 baths,4,4,3476,4.77,4.85,4.9,4.84,4.76,4.87,4.8,t,1.09
within an hour,1,1,t,Entire rental unit,Entire home/apt,4,2 baths,2,2,1364,4.85,4.88,4.88,4.89,4.92,4.87,4.86,f,1.33
within a day,1,0,t,Entire rental unit,Entire home/apt,4,2 baths,2,2,1700,,,,,,,,f,
within an hour,1,1,t,Entire loft,Entire home/apt,2,1.5 baths,1,2,1036,4.86,4.9,4.85,4.92,4.93,4.89,4.86,t,1.4
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,4,1 bath,2,3,1971,4.8,4.87,4.93,4.8,4.96,4.98,4.85,f,0.61
within an hour,1,0.77,t,Private room in rental unit,Private room,2,1 shared bath,1,2,285,4.92,4.96,4.79,5,4.96,4.96,4.94,f,0.55
a few days or more,0,0,f,Entire loft,Entire home/apt,2,1 bath,1,1,969,4.99,4.99,4.97,5,4.99,4.91,4.92,f,0.73
N/A,N/A,1,t,Entire rental unit,Entire home/apt,4,2 baths,2,2,1168,4.33,5,5,5,5,5,5,f,0.31
within a few hours,0.83,0.89,t,Private room in loft,Private room,1,1 shared bath,1,1,480,4.63,4.69,4.57,4.85,4.85,4.87,4.67,f,0.65
N/A,N/A,N/A,f,Entire rental unit,Entire home/apt,2,1 bath,1,1,786,4.74,4.78,4.84,4.86,4.84,4.74,4.79,t,1.55
within an hour,1,0.93,t,Entire serviced apartment,Entire home/apt,5,2 baths,2,2,3728,5,4.93,5,5,5,4.93,4.8,t,2.29
within an hour,1,1,t,Private room in bed and breakfast,Private room,2,1.5 baths,1,1,620,4.93,4.95,4.95,4.99,4.98,5,4.95,f,2.15
within an hour,1,0.99,t,Entire rental unit,Entire home/apt,4,1 bath,2,2,1271,4.81,4.86,4.77,4.86,4.77,4.82,4.8,f,0.59
within an hour,0.97,0.99,f,Entire rental unit,Entire home/apt,2,1 bath,1,2,750,4.77,4.79,4.77,4.96,4.88,4.91,4.73,t,0.63
within a few hours,1,1,f,Private room in home,Private room,6,2 shared baths,3,6,1829,4.73,5,4.82,4.73,4.91,4.55,4.73,f,0.13
within an hour,1,0.9,t,Entire condo,Entire home/apt,2,1 bath,1,1,779,4.73,4.87,4.84,4.95,4.9,4.88,4.75,f,1.24
within an hour,0.97,0.99,f,Entire rental unit,Entire home/apt,2,1 bath,1,1,750,4.98,4.9,4.92,4.98,4.94,4.98,4.96,t,0.56
N/A,N/A,1,t,Private room in home,Private room,2,1.5 baths,1,2,545,4.93,5,5,5,5,4.85,4.77,f,0.17
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,4,1 bath,2,3,360,5,5,5,5,5,4,5,f,0.01
within an hour,0.98,0.94,f,Entire rental unit,Entire home/apt,5,2 baths,3,3,1940,4.74,4.7,4.83,4.91,4.8,4.96,4.67,t,0.53
within an hour,1,0.68,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,726,4.55,4.78,4.65,4.95,4.93,4.93,4.58,f,0.92
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,4,3.5 baths,4,4,5446,,,,,,,,f,
within a few hours,1,1,t,Entire condo,Entire home/apt,2,1 bath,1,2,772,4.84,4.81,4.79,4.96,4.95,4.71,4.83,f,1.26
N/A,N/A,N/A,t,Entire home,Entire home/apt,8,2 baths,3,4,1372,,,,,,,,f,
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1130,4.81,4.81,4.94,4.89,4.87,4.7,4.81,f,0.61
within a day,0.8,0.67,t,Private room in rental unit,Private room,2,1 private bath,1,1,400,4.5,5,5,4,4.5,4.5,5,f,0.02
within an hour,1,1,t,Entire rental unit,Entire home/apt,4,1 bath,2,2,1011,4.83,4.9,4.91,4.96,4.93,4.77,4.8,f,1.77
within a few hours,1,0.89,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,500,4.67,4.67,4.67,5,5,4.33,4.33,f,0.31
within a day,1,0.43,t,Private room in rental unit,Private room,1,1.5 baths,1,1,375,4.73,5,4.91,5,5,4.91,5,f,0.13
N/A,N/A,N/A,f,Private room in loft,Private room,1,1 shared bath,1,1,908,,,,,,,,f,
within a day,0.7,0.91,t,Private room in rental unit,Private room,2,1 shared bath,1,1,800,4.93,5,4.79,4.86,4.93,5,4.93,t,1.58
N/A,N/A,1,t,Entire rental unit,Entire home/apt,3,1 bath,2,2,1200,,,,,,,,f,
within a day,0.71,0.86,t,Entire rental unit,Entire home/apt,6,3 baths,3,4,5247,4.85,4.89,4.96,5,4.96,4.85,5,f,0.3
within an hour,1,0.88,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,729,4.82,4.86,4.91,4.95,4.95,4.95,4.77,f,0.24
within a day,1,0.8,t,Entire townhouse,Entire home/apt,4,2.5 baths,2,2,1312,4.92,4.91,4.91,4.98,5,5,4.88,f,0.7
within a day,1,0.73,t,Entire rental unit,Entire home/apt,2,1 bath,1,2,950,4.96,4.88,5,5,5,5,4.81,f,0.27
N/A,N/A,N/A,t,Entire loft,Entire home/apt,4,1 bath,,2,928,4.8,4.86,4.89,4.92,4.91,4.91,4.8,t,3.82
within an hour,1,0.98,t,Entire loft,Entire home/apt,8,2 baths,3,4,1809,4.9,4.93,4.92,4.99,4.96,4.98,4.88,t,2.75
N/A,N/A,0,t,Private room in condo,Private room,1,1 private bath,1,2,707,,,,,,,,f,
within an hour,1,1,t,Room in boutique hotel,Private room,2,1 private bath,1,1,2600,4.81,4.86,4.82,4.95,4.86,4.93,4.73,t,0.78
N/A,N/A,1,t,Entire loft,Entire home/apt,2,1 bath,1,1,635,4.86,4.87,4.86,4.98,4.98,4.97,4.88,f,1.17
N/A,N/A,1,t,Entire condo,Entire home/apt,2,1 bath,1,1,1172,4.83,4.78,4.87,4.91,4.82,4.95,4.82,f,0.27
within a day,1,0.25,t,Entire loft,Entire home/apt,2,1 bath,1,1,500,4,4.2,4,5,5,4.2,3.8,f,0.15
a few days or more,0,0,f,Private room in home,Private room,2,1 bath,1,1,600,,,,,,,,f,
